invoice_no,line_no,item_code,item_name,unit,qty,unit_price_field,pct1,pct2,line_total,source_file
b2081,5,107,سجق 800 ابو هاشم,طبق,10,132.00,0.00,10.00,1188,فواتير المبيعات من 112025 الى 3152026.md
b2082,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,52,375.00,0.00,0.00,19500,فواتير المبيعات من 112025 الى 3152026.md
b2084,1,108,سجق الهنا 350,طبق,150,36.00,0.00,15.00,4590,فواتير المبيعات من 112025 الى 3152026.md
b2084,2,99,سجق الهنا 800 جرام,طبق,180,73.00,0.00,15.00,11169,فواتير المبيعات من 112025 الى 3152026.md
b2084,3,102,كفته الهنا 350,طبق,225,32.00,0.00,15.00,6120,فواتير المبيعات من 112025 الى 3152026.md
b2084,4,101,كفته الهنا 800 جرام,طبق,300,67.00,0.00,15.00,17085,فواتير المبيعات من 112025 الى 3152026.md
b2084,5,104,برجر الهنا 400 جرام,طبق,150,34.00,0.00,15.00,4335,فواتير المبيعات من 112025 الى 3152026.md
b2084,6,120,برجر الهنا 900 جرام,طبق,300,70.00,0.00,15.00,17850,فواتير المبيعات من 112025 الى 3152026.md
b2084,7,346,بانيه 800 جرام,طبق,240,58.00,0.00,0.00,13920,فواتير المبيعات من 112025 الى 3152026.md
b2101,1,433,عجينة بقرى 1 ك,كيلو,1,90.00,0.00,0.00,90,فواتير المبيعات من 112025 الى 3152026.md
b2102,1,257,سجق الهنا 5 كيلو,طبق,2,375.00,0.00,0.00,750,فواتير المبيعات من 112025 الى 3152026.md
b2103,1,2,كبده اسكندرانى 400,طبق,3,75.00,0.00,0.00,225,فواتير المبيعات من 112025 الى 3152026.md
b2104,1,257,سجق الهنا 5 كيلو,طبق,2,375.00,0.00,0.00,750,فواتير المبيعات من 112025 الى 3152026.md
b2104,2,101,كفته الهنا 800 جرام,طبق,12,67.00,0.00,10.00,723.6,فواتير المبيعات من 112025 الى 3152026.md
b2105,1,101,كفته الهنا 800 جرام,طبق,12,67.00,0.00,10.00,723.6,فواتير المبيعات من 112025 الى 3152026.md
b2106,1,107,سجق 800 ابو هاشم,طبق,1,115.00,0.00,0.00,115,فواتير المبيعات من 112025 الى 3152026.md
b2107,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,1,375.00,0.00,0.00,375,فواتير المبيعات من 112025 الى 3152026.md
b2107,2,107,سجق 800 ابو هاشم,طبق,1,115.00,0.00,0.00,115,فواتير المبيعات من 112025 الى 3152026.md
b2108,1,433,عجينة بقرى 1 ك,كيلو,1,90.00,0.00,0.00,90,فواتير المبيعات من 112025 الى 3152026.md
b2109,1,101,كفته الهنا 800 جرام,طبق,12,67.00,0.00,10.00,723.6,فواتير المبيعات من 112025 الى 3152026.md
b2109,2,120,برجر الهنا 900 جرام,طبق,12,70.00,0.00,10.00,756,فواتير المبيعات من 112025 الى 3152026.md
b2110,1,101,كفته الهنا 800 جرام,طبق,12,67.00,0.00,10.00,723.6,فواتير المبيعات من 112025 الى 3152026.md
b2111,1,433,عجينة بقرى 1 ك,كيلو,1,90.00,0.00,0.00,90,فواتير المبيعات من 112025 الى 3152026.md
b2112,1,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,1,180.00,0.00,0.00,180,فواتير المبيعات من 112025 الى 3152026.md
b2113,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,2,375.00,0.00,0.00,750,فواتير المبيعات من 112025 الى 3152026.md
b2114,1,107,سجق 800 ابو هاشم,طبق,1,115.00,0.00,0.00,115,فواتير المبيعات من 112025 الى 3152026.md
b2115,1,346,بانيه 800 جرام,طبق,12,57.00,0.00,0.00,684,فواتير المبيعات من 112025 الى 3152026.md
b2115,2,257,سجق الهنا 5 كيلو,طبق,1,375.00,0.00,0.00,375,فواتير المبيعات من 112025 الى 3152026.md
b2116,1,346,بانيه 800 جرام,طبق,1,60.00,0.00,0.0000,60.00000,فواتير المبيعات من 112025 الى 3152026.md
b2117,1,114,كفته ابو هاشم 800,طبق,1,110.00,0.00,0.00,110,فواتير المبيعات من 112025 الى 3152026.md
b2121,1,1,مفروم صافى 400 جم,طبق,20,82.80,0.00,0.00,1656,فواتير المبيعات من 112025 الى 3152026.md
b2121,2,2,كبده اسكندرانى 400,طبق,40,67.00,0.00,0.00,2680,فواتير المبيعات من 112025 الى 3152026.md
b2151,1,101,كفته الهنا 800 جرام,طبق,240,67.00,0.00,15.00,13668,فواتير المبيعات من 112025 الى 3152026.md
b2151,2,420,برجر الهنا 800 جرام,طبق,240,61.00,0.00,15.00,12444,فواتير المبيعات من 112025 الى 3152026.md
b2151,3,102,كفته الهنا 350,طبق,75,32.00,0.00,15.00,2040,فواتير المبيعات من 112025 الى 3152026.md
b2151,4,108,سجق الهنا 350,طبق,75,36.00,0.00,15.00,2295,فواتير المبيعات من 112025 الى 3152026.md
b2152,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,76,375.00,0.00,0.00,28500,فواتير المبيعات من 112025 الى 3152026.md
b2152,2,102,كفته الهنا 350,طبق,75,32.00,0.00,15.00,2040,فواتير المبيعات من 112025 الى 3152026.md
b2152,3,108,سجق الهنا 350,طبق,75,36.00,0.00,15.00,2295,فواتير المبيعات من 112025 الى 3152026.md
b2152,4,404,برجر اسبشيال عائلى,طبق,156,80.00,0.00,15.00,10608,فواتير المبيعات من 112025 الى 3152026.md
b2152,5,402,كفته اسبيشيال عائلى,طبق,144,78.00,0.00,15.00,9547.2,فواتير المبيعات من 112025 الى 3152026.md
b2153,1,99,سجق الهنا 800 جرام,طبق,60,73.00,0.00,15.00,3723,فواتير المبيعات من 112025 الى 3152026.md
b2153,2,101,كفته الهنا 800 جرام,طبق,120,67.00,0.00,15.00,6834,فواتير المبيعات من 112025 الى 3152026.md
b2153,3,120,برجر الهنا 900 جرام,طبق,120,70.00,0.00,15.00,7140,فواتير المبيعات من 112025 الى 3152026.md
b2153,4,346,بانيه 800 جرام,طبق,60,57.00,0.00,0.00,3420,فواتير المبيعات من 112025 الى 3152026.md
b2154,1,120,برجر الهنا 900 جرام,طبق,60,70.00,0.00,15.00,3570,فواتير المبيعات من 112025 الى 3152026.md
b2154,2,104,برجر الهنا 400 جرام,طبق,75,34.00,0.00,15.00,2167.5,فواتير المبيعات من 112025 الى 3152026.md
b2154,3,102,كفته الهنا 350,طبق,75,32.00,0.00,15.00,2040,فواتير المبيعات من 112025 الى 3152026.md
b2155,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,80,375.00,0.00,0.00,30000,فواتير المبيعات من 112025 الى 3152026.md
b2156,1,404,برجر اسبشيال عائلى,طبق,120,80.00,0.00,15.00,8160,فواتير المبيعات من 112025 الى 3152026.md
b2157,1,120,برجر الهنا 900 جرام,طبق,48,70.00,0.00,15.00,2856,فواتير المبيعات من 112025 الى 3152026.md
b2157,2,104,برجر الهنا 400 جرام,طبق,15,34.00,0.00,15.00,433.5,فواتير المبيعات من 112025 الى 3152026.md
b2158,1,404,برجر اسبشيال عائلى,طبق,360,80.00,0.00,15.00,24480,فواتير المبيعات من 112025 الى 3152026.md
b2158,2,402,كفته اسبيشيال عائلى,طبق,540,78.00,0.00,15.00,35802,فواتير المبيعات من 112025 الى 3152026.md
b2158,3,399,كفته اسبيشيال صغير,طبق,60,34.00,0.00,15.00,1734,فواتير المبيعات من 112025 الى 3152026.md
b2158,4,398,بانيه 900 جرام اسباشيل,كيس,400,62.00,0.00,0.00,24800,فواتير المبيعات من 112025 الى 3152026.md
b2158,5,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,40,375.00,0.00,0.00,15000,فواتير المبيعات من 112025 الى 3152026.md
b2159,1,108,سجق الهنا 350,طبق,225,36.00,0.00,15.00,6885,فواتير المبيعات من 112025 الى 3152026.md
b2159,2,102,كفته الهنا 350,طبق,105,32.00,0.00,15.00,2856,فواتير المبيعات من 112025 الى 3152026.md
b2159,3,104,برجر الهنا 400 جرام,طبق,45,34.00,0.00,15.00,1300.5,فواتير المبيعات من 112025 الى 3152026.md
b2159,4,2,كبده اسكندرانى 400,طبق,120,78.00,0.00,0.00,9360,فواتير المبيعات من 112025 الى 3152026.md
b2160,1,102,كفته الهنا 350,طبق,15,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2161,1,421,برجر ابو هاشم 1 ك,طبق,12,119.00,0.00,0.00,1428,فواتير المبيعات من 112025 الى 3152026.md
b2161,2,114,كفته ابو هاشم 800,طبق,10,105.50,0.00,0.00,1055,فواتير المبيعات من 112025 الى 3152026.md
b2162,1,421,برجر ابو هاشم 1 ك,طبق,24,119.00,0.00,0.00,2856,فواتير المبيعات من 112025 الى 3152026.md
b2163,1,421,برجر ابو هاشم 1 ك,طبق,24,119.00,0.00,0.00,2856,فواتير المبيعات من 112025 الى 3152026.md
b2163,2,114,كفته ابو هاشم 800,طبق,22,105.50,0.00,0.00,2321,فواتير المبيعات من 112025 الى 3152026.md
b2163,3,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,9,180.00,0.00,0.00,1620,فواتير المبيعات من 112025 الى 3152026.md
b2163,4,107,سجق 800 ابو هاشم,طبق,6,119.00,0.00,0.00,714,فواتير المبيعات من 112025 الى 3152026.md
b2165,1,102,كفته الهنا 350,طبق,15,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2201,1,399,كفته اسبيشيال صغير,طبق,15,35.00,0.00,15.00,446.25,فواتير المبيعات من 112025 الى 3152026.md
b2201,2,403,برجر اسبشيال صغير,طبق,15,36.00,0.00,15.00,459,فواتير المبيعات من 112025 الى 3152026.md
b2201,3,257,سجق الهنا 5 كيلو,طبق,1,375.00,0.00,0.00,375,فواتير المبيعات من 112025 الى 3152026.md
b2201,4,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,1,375.00,0.00,0.00,375,فواتير المبيعات من 112025 الى 3152026.md
b2202,1,398,بانيه 900 جرام اسباشيل,كيس,40,62.00,0.00,0.00,2480,فواتير المبيعات من 112025 الى 3152026.md
b2202,2,257,سجق الهنا 5 كيلو,طبق,8,375.00,0.00,0.00,3000,فواتير المبيعات من 112025 الى 3152026.md
b2203,1,435,عجينة بقرى 5 ك,كيلو,2,470.00,0.00,0.00,940,فواتير المبيعات من 112025 الى 3152026.md
b2204,1,403,برجر اسبشيال صغير,طبق,15,36.00,0.00,15.00,459,فواتير المبيعات من 112025 الى 3152026.md
b2204,2,399,كفته اسبيشيال صغير,طبق,15,35.00,0.00,15.00,446.25,فواتير المبيعات من 112025 الى 3152026.md
b2204,3,402,كفته اسبيشيال عائلى,طبق,12,78.00,0.00,15.00,795.6,فواتير المبيعات من 112025 الى 3152026.md
b2205,1,399,كفته اسبيشيال صغير,طبق,120,35.00,0.00,15.00,3570,فواتير المبيعات من 112025 الى 3152026.md
b2205,2,403,برجر اسبشيال صغير,طبق,45,36.00,0.00,15.00,1377,فواتير المبيعات من 112025 الى 3152026.md
b2205,3,398,بانيه 900 جرام اسباشيل,كيس,60,62.00,0.00,0.00,3720,فواتير المبيعات من 112025 الى 3152026.md
b2206,1,398,بانيه 900 جرام اسباشيل,كيس,100,62.00,0.00,15.00,5270,فواتير المبيعات من 112025 الى 3152026.md
b2206,2,399,كفته اسبيشيال صغير,طبق,75,35.00,0.00,15.00,2231.25,فواتير المبيعات من 112025 الى 3152026.md
b2206,3,402,كفته اسبيشيال عائلى,طبق,60,78.00,0.00,15.00,3978,فواتير المبيعات من 112025 الى 3152026.md
b2206,4,403,برجر اسبشيال صغير,طبق,30,36.00,0.00,15.00,918,فواتير المبيعات من 112025 الى 3152026.md
b2206,5,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,9,180.00,0.00,0.00,1620,فواتير المبيعات من 112025 الى 3152026.md
b2207,1,404,برجر اسبشيال عائلى,طبق,12,80.00,0.00,15.00,816,فواتير المبيعات من 112025 الى 3152026.md
b2207,2,402,كفته اسبيشيال عائلى,طبق,12,78.00,0.00,15.00,795.6,فواتير المبيعات من 112025 الى 3152026.md
b2207,3,399,كفته اسبيشيال صغير,طبق,15,35.00,0.00,15.00,446.25,فواتير المبيعات من 112025 الى 3152026.md
b2207,4,257,سجق الهنا 5 كيلو,طبق,1,370.00,0.00,0.00,370,فواتير المبيعات من 112025 الى 3152026.md
b2208,1,435,عجينة بقرى 5 ك,كيلو,23,460.00,0.00,0.00,10580,فواتير المبيعات من 112025 الى 3152026.md
b2208,2,257,سجق الهنا 5 كيلو,طبق,13,370.00,0.00,0.00,4810,فواتير المبيعات من 112025 الى 3152026.md
b2209,1,398,بانيه 900 جرام اسباشيل,كيس,100,62.00,0.00,0.00,6200,فواتير المبيعات من 112025 الى 3152026.md
b2210,1,404,برجر اسبشيال عائلى,طبق,36,80.00,0.00,0.00,2880,فواتير المبيعات من 112025 الى 3152026.md
b2210,2,398,بانيه 900 جرام اسباشيل,كيس,10,62.00,0.00,0.00,620,فواتير المبيعات من 112025 الى 3152026.md
b2211,1,398,بانيه 900 جرام اسباشيل,كيس,110,62.00,0.00,0.00,6820,فواتير المبيعات من 112025 الى 3152026.md
b2212,1,398,بانيه 900 جرام اسباشيل,كيس,10,62.00,0.00,0.00,620,فواتير المبيعات من 112025 الى 3152026.md
b2212,2,435,عجينة بقرى 5 ك,كيلو,2,460.00,0.00,0.00,920,فواتير المبيعات من 112025 الى 3152026.md
b2212,3,257,سجق الهنا 5 كيلو,طبق,1,370.00,0.00,0.00,370,فواتير المبيعات من 112025 الى 3152026.md
b2212,4,404,برجر اسبشيال عائلى,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2212,5,403,برجر اسبشيال صغير,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2212,6,402,كفته اسبيشيال عائلى,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2212,7,399,كفته اسبيشيال صغير,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2212,8,406,سجق اسبيشيال عائلى,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2212,9,405,سجق اسبيشيال صغير,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2213,1,435,عجينة بقرى 5 ك,كيلو,2,460.00,0.00,0.00,920,فواتير المبيعات من 112025 الى 3152026.md
b2213,2,257,سجق الهنا 5 كيلو,طبق,1,370.00,0.00,0.00,370,فواتير المبيعات من 112025 الى 3152026.md
b2213,3,398,بانيه 900 جرام اسباشيل,كيس,20,62.00,0.00,0.00,1240,فواتير المبيعات من 112025 الى 3152026.md
b2214,1,398,بانيه 900 جرام اسباشيل,كيس,50,62.00,0.00,0.0000,3100.00,فواتير المبيعات من 112025 الى 3152026.md
b2214,2,257,سجق الهنا 5 كيلو,طبق,5,370.00,0.00,0,1850.00,فواتير المبيعات من 112025 الى 3152026.md
b2214,3,435,عجينة بقرى 5 ك,كيلو,36,460.00,0.00,15.000,14076.00000,فواتير المبيعات من 112025 الى 3152026.md
b2214,4,402,كفته اسبيشيال عائلى,طبق,24,78.00,0.00,15.000,1591.20000,فواتير المبيعات من 112025 الى 3152026.md
b2214,5,399,كفته اسبيشيال صغير,طبق,30,35.00,0.00,15.000,892.50000,فواتير المبيعات من 112025 الى 3152026.md
b2214,6,404,برجر اسبشيال عائلى,طبق,24,80.00,0.00,15.000,1632.00000,فواتير المبيعات من 112025 الى 3152026.md
b2214,7,403,برجر اسبشيال صغير,طبق,30,36.00,0.00,15.000,918.00000,فواتير المبيعات من 112025 الى 3152026.md
b2214,8,406,سجق اسبيشيال عائلى,طبق,12,84.00,0.00,15.000,856.80000,فواتير المبيعات من 112025 الى 3152026.md
b2215,1,120,برجر الهنا 900 جرام,طبق,24,70.00,0.00,15.00,1428,فواتير المبيعات من 112025 الى 3152026.md
b2215,2,101,كفته الهنا 800 جرام,طبق,24,67.00,0.00,15.00,1366.8,فواتير المبيعات من 112025 الى 3152026.md
b2215,3,346,بانيه 800 جرام,طبق,24,57.00,0.00,15.00,1162.8,فواتير المبيعات من 112025 الى 3152026.md
b2215,4,99,سجق الهنا 800 جرام,طبق,24,73.00,0.00,15.00,1489.2,فواتير المبيعات من 112025 الى 3152026.md
b2216,1,435,عجينة بقرى 5 ك,كيلو,21,460.00,0.00,0.00,9660,فواتير المبيعات من 112025 الى 3152026.md
b2216,2,257,سجق الهنا 5 كيلو,طبق,3,370.00,0.00,0.00,1110,فواتير المبيعات من 112025 الى 3152026.md
b2216,3,398,بانيه 900 جرام اسباشيل,كيس,90,62.00,0.00,0.00,5580,فواتير المبيعات من 112025 الى 3152026.md
b2216,4,402,كفته اسبيشيال عائلى,طبق,12,78.00,0.00,15.00,795.6,فواتير المبيعات من 112025 الى 3152026.md
b2216,5,399,كفته اسبيشيال صغير,طبق,15,35.00,0.00,15.00,446.25,فواتير المبيعات من 112025 الى 3152026.md
b2216,6,404,برجر اسبشيال عائلى,طبق,12,80.00,0.00,15.00,816,فواتير المبيعات من 112025 الى 3152026.md
b2216,7,403,برجر اسبشيال صغير,طبق,15,36.00,0.00,15.00,459,فواتير المبيعات من 112025 الى 3152026.md
b2216,8,405,سجق اسبيشيال صغير,طبق,15,39.00,0.00,15.00,497.25,فواتير المبيعات من 112025 الى 3152026.md
b2217,1,257,سجق الهنا 5 كيلو,طبق,2,370.00,0.00,0.00,740,فواتير المبيعات من 112025 الى 3152026.md
b2218,1,404,برجر اسبشيال عائلى,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2218,2,403,برجر اسبشيال صغير,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2218,3,399,كفته اسبيشيال صغير,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2218,4,402,كفته اسبيشيال عائلى,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2218,5,405,سجق اسبيشيال صغير,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2219,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,12,375.00,0.00,0.00,4500,فواتير المبيعات من 112025 الى 3152026.md
b2220,1,399,كفته اسبيشيال صغير,طبق,405,35.00,0.00,15.00,12048.75,فواتير المبيعات من 112025 الى 3152026.md
b2220,2,403,برجر اسبشيال صغير,طبق,135,36.00,0.00,15.00,4131,فواتير المبيعات من 112025 الى 3152026.md
b2220,3,405,سجق اسبيشيال صغير,طبق,45,39.00,0.00,15.00,1491.75,فواتير المبيعات من 112025 الى 3152026.md
b2221,1,435,عجينة بقرى 5 ك,كيلو,9,460.00,0.00,0.00,4140,فواتير المبيعات من 112025 الى 3152026.md
b2222,1,403,برجر اسبشيال صغير,طبق,15,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2222,2,399,كفته اسبيشيال صغير,طبق,45,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2223,1,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,1,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2223,2,435,عجينة بقرى 5 ك,كيلو,65,460.00,0.00,0.00,29900,فواتير المبيعات من 112025 الى 3152026.md
b2223,3,257,سجق الهنا 5 كيلو,طبق,22,370.00,0.00,0.00,8140,فواتير المبيعات من 112025 الى 3152026.md
b2223,4,406,سجق اسبيشيال عائلى,طبق,48,84.00,0.00,15.00,3427.2,فواتير المبيعات من 112025 الى 3152026.md
b2301,1,120,برجر الهنا 900 جرام,طبق,12,70.00,0.00,15.00,714,فواتير المبيعات من 112025 الى 3152026.md
b2302,1,404,برجر اسبشيال عائلى,طبق,60,80.00,0.00,15.00,4080,فواتير المبيعات من 112025 الى 3152026.md
b2303,1,399,كفته اسبيشيال صغير,طبق,7,35.00,0.00,15.00,208.25,فواتير المبيعات من 112025 الى 3152026.md
b2304,1,257,سجق الهنا 5 كيلو,طبق,4,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2305,1,102,كفته الهنا 350,طبق,15,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b2306,1,101,كفته الهنا 800 جرام,طبق,120,67.00,0.00,15.00,6834,فواتير المبيعات من 112025 الى 3152026.md
b2306,2,421,برجر ابو هاشم 1 ك,طبق,36,132.00,0.00,10.00,4276.8,فواتير المبيعات من 112025 الى 3152026.md
b2306,3,7,سجق 350 جم ابو هاشم,طبق,60,61.00,0.00,10.00,3294,فواتير المبيعات من 112025 الى 3152026.md
b2306,4,107,سجق 800 ابو هاشم,طبق,48,132.00,0.00,10.00,5702.4,فواتير المبيعات من 112025 الى 3152026.md
b2307,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,40,375.00,0.00,0.00,15000,فواتير المبيعات من 112025 الى 3152026.md
b2308,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,240,375.00,0.00,0.00,90000,فواتير المبيعات من 112025 الى 3152026.md
b2308,2,257,سجق الهنا 5 كيلو,طبق,29,370.00,0.00,0.00,10730,فواتير المبيعات من 112025 الى 3152026.md
b2308,3,402,كفته اسبيشيال عائلى,طبق,120,78.00,0.00,15.00,7956,فواتير المبيعات من 112025 الى 3152026.md
b2308,4,404,برجر اسبشيال عائلى,طبق,96,80.00,0.00,15.00,6528,فواتير المبيعات من 112025 الى 3152026.md
b2308,5,108,سجق الهنا 350,طبق,150,36.00,0.00,15.00,4590,فواتير المبيعات من 112025 الى 3152026.md
b2309,1,101,كفته الهنا 800 جرام,طبق,48,67.00,0.00,15.00,2733.6,فواتير المبيعات من 112025 الى 3152026.md
b2309,2,346,بانيه 800 جرام,طبق,48,57.00,0.00,0.00,2736,فواتير المبيعات من 112025 الى 3152026.md
b2309,3,257,سجق الهنا 5 كيلو,طبق,1,370.00,0.00,0.00,370,فواتير المبيعات من 112025 الى 3152026.md
b2310,1,120,برجر الهنا 900 جرام,طبق,180,70.00,0.00,15.00,10710,فواتير المبيعات من 112025 الى 3152026.md
b2310,2,102,كفته الهنا 350,طبق,150,32.00,0.00,15.00,4080,فواتير المبيعات من 112025 الى 3152026.md
b2310,3,101,كفته الهنا 800 جرام,طبق,180,67.00,0.00,15.00,10251,فواتير المبيعات من 112025 الى 3152026.md
b2310,4,104,برجر الهنا 400 جرام,طبق,150,34.00,0.00,15.00,4335,فواتير المبيعات من 112025 الى 3152026.md
b2310,5,257,سجق الهنا 5 كيلو,طبق,5,370.00,0.00,0.00,1850,فواتير المبيعات من 112025 الى 3152026.md
b2311,1,102,كفته الهنا 350,طبق,375,32.00,0.00,15.00,10200,فواتير المبيعات من 112025 الى 3152026.md
b2311,2,120,برجر الهنا 900 جرام,طبق,180,70.00,0.00,15.00,10710,فواتير المبيعات من 112025 الى 3152026.md
b2312,1,292,عجينه سجق 5 كيلو الهنا,طبق,25,230.00,0.00,0.00,5750,فواتير المبيعات من 112025 الى 3152026.md
b2313,1,101,كفته الهنا 800 جرام,طبق,300,67.00,0.00,15.00,17085,فواتير المبيعات من 112025 الى 3152026.md
b2313,2,108,سجق الهنا 350,طبق,120,36.00,0.00,15.00,3672,فواتير المبيعات من 112025 الى 3152026.md
b2313,3,102,كفته الهنا 350,طبق,105,32.00,0.00,15.00,2856,فواتير المبيعات من 112025 الى 3152026.md
b2313,4,120,برجر الهنا 900 جرام,طبق,60,70.00,0.00,15.00,3570,فواتير المبيعات من 112025 الى 3152026.md
b2313,5,104,برجر الهنا 400 جرام,طبق,75,34.00,0.00,15.00,2167.5,فواتير المبيعات من 112025 الى 3152026.md
b2315,1,102,كفته الهنا 350,طبق,75,0.00,0.00,0.00,0,فواتير المبيعات من 112025 الى 3152026.md
b9025,1,404,برجر اسبشيال عائلى,طبق,240,68.75,0.00,20.00,13200,فواتير المبيعات من 112025 الى 3152026.md
b9025,2,398,بانيه 900 جرام اسباشيل,كيس,200,53.75,0.00,0.00,10750,فواتير المبيعات من 112025 الى 3152026.md
ا 1098,1,114,كفته ابو هاشم 800,طبق,2,100.00,0.00,0.00,200,فواتير المبيعات من 112025 الى 3152026.md
ا 1098,2,14,تشكيله هندى امامى,كيلو,2,230.00,0.00,0.00,460,فواتير المبيعات من 112025 الى 3152026.md
ا 1893,1,1,مفروم صافى 400 جم,طبق,120,100.00,0.00,0.00,12000,فواتير المبيعات من 112025 الى 3152026.md
ا 1893,2,2,كبده اسكندرانى 400,طبق,60,78.00,0.00,0.00,4680,فواتير المبيعات من 112025 الى 3152026.md
ش 1438,1,421,برجر ابو هاشم 1 ك,طبق,1,100.00,0.00,0,100,فواتير المبيعات من 112025 الى 3152026.md
ش 1438,2,107,سجق 800 ابو هاشم,طبق,1,90.00,0.00,0,90,فواتير المبيعات من 112025 الى 3152026.md
ش 1438,3,6,برجر 400 جم ابو هاشم,طبق,1,40.00,0.00,0,40,فواتير المبيعات من 112025 الى 3152026.md
B1593,1,1,مفروم صافى 400 جم,طبق,30,82.80,0.00,0.00,2484,فواتير_المبيعات_يونيو_2026-1.md
B1593,2,7,سجق ابو هاشم 350 جم,طبق,10,40.05,0.00,0.00,400.5,فواتير_المبيعات_يونيو_2026-1.md
B1593,3,114,كفته ابو هاشم 800,طبق,10,69.50,0.00,0.00,695,فواتير_المبيعات_يونيو_2026-1.md
B1593,4,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,5,137.50,0.00,0.00,687.5,فواتير_المبيعات_يونيو_2026-1.md
B1593,5,421,برجر ابو هاشم 1 ك,طبق,1,95.00,0.00,0.00,95,فواتير_المبيعات_يونيو_2026-1.md
B1593,6,8,كفته ابو هاشم 350 جم,طبق,6,32.80,0.00,0.00,196.8,فواتير_المبيعات_يونيو_2026-1.md
B1593,7,107,سجق ابو هاشم 800,طبق,20,86.00,0.00,0.00,1720,فواتير_المبيعات_يونيو_2026-1.md
B1594,1,346,بانيه 800 جرام,طبق,180,57.00,0.00,0.00,10260,فواتير_المبيعات_يونيو_2026-1.md
B1595,1,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,20,375.00,0.00,0.00,7500,فواتير_المبيعات_يونيو_2026-1.md
B1596,1,102,كفته الهنا 350,طبق,120,0.00,0.00,0.00,0,فواتير_المبيعات_يونيو_2026-1.md
B1596,2,399,كفته اسبيشيال صغير,طبق,120,0.00,0.00,0.00,0,فواتير_المبيعات_يونيو_2026-1.md
B1597,1,402,كفته اسبيشيال عائلى,طبق,132,0.00,0.00,0.00,0,فواتير_المبيعات_يونيو_2026-1.md
B1598,1,257,سجق الهنا 5 كيلو,طبق,4,370.00,0.00,0.00,1480,فواتير_المبيعات_يونيو_2026-1.md
B1599,1,101,كفته الهنا 800 جرام,طبق,12,0.00,0.00,0.00,0,فواتير_المبيعات_يونيو_2026-1.md
B1965,1,102,كفته الهنا 350,طبق,225,32.00,0.00,15.00,6120,فواتير_المبيعات_يونيو_2026-1.md
B1965,2,104,برجر الهنا 400 جرام,طبق,75,34.00,0.00,15.00,2167.5,فواتير_المبيعات_يونيو_2026-1.md
B1965,3,108,سجق الهنا 350,طبق,75,36.00,0.00,15.00,2295,فواتير_المبيعات_يونيو_2026-1.md
B1965,4,2,كبده اسكندرانى 400 (ابو هاشم),طبق,60,78.00,0.00,0.00,4680,فواتير_المبيعات_يونيو_2026-1.md
B1966,1,102,كفته الهنا 350,طبق,15,0.00,0.00,0.00,0,فواتير_المبيعات_يونيو_2026-1.md
B1966,2,114,كفته ابو هاشم 800,طبق,1,0.00,0.00,0.00,0,فواتير_المبيعات_يونيو_2026-1.md
