invoice_id,source_file,line_seq,item_code,item_name_raw,unit_raw,qty,unit_price,discount_pct,tax_pct,line_total
b1076,main_2025_2026,2,101,كفته الهنا 800 جرام,طبق,6.0,50.0,0.0,0.0,300.0
b1077,main_2025_2026,1,13,سجق شرقى 3 ك ابو هاشم كيس 3,كيلو,2.0,300.0,0.0,0.0,600.0
b1078,main_2025_2026,1,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,1.0,150.0,0.0,0.0,150.0
b1078,main_2025_2026,2,1,مفروم صافى 400 جم,طبق,2.0,75.0,0.0,0.0,150.0
b1078,main_2025_2026,3,107,سجق 800 ابو هاشم,طبق,1.0,90.0,0.0,0.0,90.0
b1079,main_2025_2026,1,12,مفروم 3 كيلو كيس 3,كيلو,1.0,660.0,0.0,0.0,660.0
b1079,main_2025_2026,2,20,كيلو اسكندرانى,طبق,1.0,165.0,0.0,0.0,165.0
b1080,main_2025_2026,1,21,كيلو سجق,طبق,2.0,100.0,0.0,0.0,200.0
b1080,main_2025_2026,2,33,كيلو مفروم هندى,كيلو,2.5,220.0,0.0,0.0,550.0
b1082,main_2025_2026,1,6,برجر 400 جم ابو هاشم,طبق,3.0,40.0,0.0,0.0,120.0
